0.000000000000e+00  2.000000000000e-06  
1.000000000000e+01  2.000000000000e-06  
2.000000000000e+01  4.000000000000e-06  
3.000000000000e+01  7.000000000000e-06  
4.000000000000e+01  1.100000000000e-05  
5.000000000000e+01  1.300000000000e-05  
6.000000000000e+01  2.100000000000e-05  
7.000000000000e+01  2.600000000000e-05  
8.000000000000e+01  3.800000000000e-05  
9.000000000000e+01  5.000000000000e-05  
1.000000000000e+02  6.100000000000e-05  
1.100000000000e+02  1.420000000000e-04  
1.200000000000e+02  1.050000000000e-04  
1.300000000000e+02  9.700000000000e-05  
1.400000000000e+02  1.190000000000e-04  
1.500000000000e+02  1.320000000000e-04  
1.600000000000e+02  2.300000000000e-04  
1.700000000000e+02  2.600000000000e-04  
1.800000000000e+02  2.110000000000e-04  
1.900000000000e+02  2.430000000000e-04  
2.000000000000e+02  3.530000000000e-04  
2.100000000000e+02  4.100000000000e-04  
2.200000000000e+02  3.290000000000e-04  
2.300000000000e+02  3.450000000000e-04  
2.400000000000e+02  4.550000000000e-04  
2.500000000000e+02  4.030000000000e-04  
2.600000000000e+02  5.040000000000e-04  
2.700000000000e+02  5.450000000000e-04  
2.800000000000e+02  5.790000000000e-04  
2.900000000000e+02  5.230000000000e-04  
3.000000000000e+02  5.860000000000e-04  
3.100000000000e+02  6.750000000000e-04  
3.200000000000e+02  1.130000000000e-03  
3.300000000000e+02  7.950000000000e-04  
3.400000000000e+02  8.620000000000e-04  
3.500000000000e+02  1.064000000000e-03  
3.600000000000e+02  7.154000000000e-03  
3.700000000000e+02  1.033000000000e-03  
3.800000000000e+02  1.142000000000e-03  
3.900000000000e+02  1.427000000000e-03  
4.000000000000e+02  1.939000000000e-03  
4.100000000000e+02  1.655000000000e-03  
4.200000000000e+02  1.434000000000e-03  
4.300000000000e+02  1.444000000000e-03  
4.400000000000e+02  1.784000000000e-03  
4.500000000000e+02  4.251000000000e-03  
4.600000000000e+02  1.795000000000e-03  
4.700000000000e+02  2.130000000000e-03  
4.800000000000e+02  2.549000000000e-03  
4.900000000000e+02  4.559000000000e-03  
5.000000000000e+02  2.357000000000e-03  
5.100000000000e+02  9.312000000000e-03  
5.200000000000e+02  2.698000000000e-03  
5.300000000000e+02  2.844000000000e-03  
5.400000000000e+02  9.692000000000e-03  
5.500000000000e+02  3.550000000000e-03  
5.600000000000e+02  3.832000000000e-03  
5.700000000000e+02  3.474000000000e-03  
5.800000000000e+02  3.941000000000e-03  
5.900000000000e+02  3.868000000000e-03  
6.000000000000e+02  3.495000000000e-03  
6.100000000000e+02  4.207000000000e-03  
6.200000000000e+02  4.481000000000e-03  
6.300000000000e+02  7.439000000000e-03  
6.400000000000e+02  6.311000000000e-03  
6.500000000000e+02  4.174000000000e-03  
6.600000000000e+02  9.415000000000e-03  
6.700000000000e+02  4.104000000000e-03  
6.800000000000e+02  4.204000000000e-03  
6.900000000000e+02  4.311000000000e-03  
7.000000000000e+02  4.035000000000e-03  
7.100000000000e+02  5.781000000000e-03  
7.200000000000e+02  1.553400000000e-02  
7.300000000000e+02  5.606000000000e-03  
7.400000000000e+02  1.259500000000e-02  
7.500000000000e+02  6.309000000000e-03  
7.600000000000e+02  5.864000000000e-03  
7.700000000000e+02  6.637000000000e-03  
7.800000000000e+02  9.059000000000e-03  
7.900000000000e+02  6.564000000000e-03  
8.000000000000e+02  1.976900000000e-02  
8.100000000000e+02  7.363000000000e-03  
8.200000000000e+02  1.435200000000e-02  
8.300000000000e+02  8.568000000000e-03  
8.400000000000e+02  1.170300000000e-02  
8.500000000000e+02  8.424000000000e-03  
8.600000000000e+02  1.178000000000e-02  
8.700000000000e+02  1.702700000000e-02  
8.800000000000e+02  1.551000000000e-02  
8.900000000000e+02  9.493000000000e-03  
9.000000000000e+02  1.260600000000e-02  
9.100000000000e+02  1.207900000000e-02  
9.200000000000e+02  8.992000000000e-03  
9.300000000000e+02  1.993400000000e-02  
9.400000000000e+02  2.031900000000e-02  
9.500000000000e+02  2.068600000000e-02  
9.600000000000e+02  2.410900000000e-02  
9.700000000000e+02  1.927800000000e-02  
9.800000000000e+02  2.099400000000e-02  
9.900000000000e+02  2.086700000000e-02  
1.000000000000e+03  1.166200000000e-02  
1.010000000000e+03  1.857700000000e-02  
1.020000000000e+03  2.410100000000e-02  
