# Time 	 Euler Position 	 Leap Position  	 RK4 Position 
2.400000095367e+00 	 6.755696535110e-01 	  6.755696535110e-01 	  6.754645109177e-01 
2.500000000000e+00 	 5.983848571777e-01 	  5.983848571777e-01 	  5.984736680984e-01 
2.600000143051e+00 	 5.152161717415e-01 	  5.152161717415e-01 	  5.155031085014e-01 
2.700000047684e+00 	 4.268953502178e-01 	  4.268953502178e-01 	  4.273817837238e-01 
2.799999952316e+00 	 3.343055844307e-01 	  3.343055546284e-01 	  3.349902331829e-01 
2.900000095367e+00 	 2.383727431297e-01 	  2.383727133274e-01 	  2.392515540123e-01 
3.000000000000e+00 	 1.400561779737e-01 	  1.400561332703e-01 	  1.411223709583e-01 
3.100000143051e+00 	 4.033905267715e-02 	  4.033899307251e-02 	  4.158313944936e-02 
3.200000047684e+00 	 -5.978145450354e-02 	  -5.978154391050e-02 	  -5.837157368660e-02 
3.299999952316e+00 	 -1.593041419983e-01 	  -1.593042612076e-01 	  -1.577430665493e-01 
3.400000095367e+00 	 -2.572337985039e-01 	  -2.572339475155e-01 	  -2.555384337902e-01 
3.500000000000e+00 	 -3.525910973549e-01 	  -3.525913059711e-01 	  -3.507805466652e-01 
3.600000143051e+00 	 -4.444224834442e-01 	  -4.444227516651e-01 	  -4.425177872181e-01 
3.700000047684e+00 	 -5.318096876144e-01 	  -5.318099260330e-01 	  -5.298335552216e-01 
3.799999952316e+00 	 -6.138787865639e-01 	  -6.138790249825e-01 	  -6.118553876877e-01 
3.900000095367e+00 	 -6.898090839386e-01 	  -6.898093223572e-01 	  -6.877637505531e-01 
4.000000000000e+00 	 -7.588412761688e-01 	  -7.588415145874e-01 	  -7.568002343178e-01 
4.099999904633e+00 	 -8.202850818634e-01 	  -8.202853202820e-01 	  -8.182750344276e-01 
4.200000286102e+00 	 -8.735260367393e-01 	  -8.735262751579e-01 	  -8.715739250183e-01 
4.300000190735e+00 	 -9.180316925049e-01 	  -9.180319905281e-01 	  -9.161643385887e-01 
4.400000095367e+00 	 -9.533570408821e-01 	  -9.533573389053e-01 	  -9.516007304192e-01 
4.500000000000e+00 	 -9.791488051414e-01 	  -9.791491627693e-01 	  -9.775291085243e-01 
4.599999904633e+00 	 -9.951490759850e-01 	  -9.951494932175e-01 	  -9.936903119087e-01 
4.700000286102e+00 	 -1.001197934151e+00 	  -1.001198291779e+00 	  -9.999229311943e-01 
4.800000190735e+00 	 -9.972347617149e-01 	  -9.972351193428e-01 	  -9.961646795273e-01 
4.900000095367e+00 	 -9.832992553711e-01 	  -9.832996129990e-01 	  -9.824531078339e-01 
5.000000000000e+00 	 -9.595307111740e-01 	  -9.595310688019e-01 	  -9.589251875877e-01 
5.099999904633e+00 	 -9.261668920517e-01 	  -9.261672496796e-01 	  -9.258159995079e-01 
5.200000286102e+00 	 -8.835414052010e-01 	  -8.835417628288e-01 	  -8.834564089775e-01 
5.300000190735e+00 	 -8.320804834366e-01 	  -8.320808410645e-01 	  -8.322696089745e-01 
5.400000095367e+00 	 -7.722987532616e-01 	  -7.722991108894e-01 	  -7.727670669556e-01 
5.500000000000e+00 	 -7.047940492630e-01 	  -7.047944068909e-01 	  -7.055432796478e-01 
5.599999904633e+00 	 -6.302413940430e-01 	  -6.302417516708e-01 	  -6.312699913979e-01 
5.700000286102e+00 	 -5.493863224983e-01 	  -5.493866801262e-01 	  -5.506892204285e-01 
5.800000190735e+00 	 -4.630374014378e-01 	  -4.630377292633e-01 	  -4.646061956882e-01 
5.900000095367e+00 	 -3.720580935478e-01 	  -3.720584213734e-01 	  -3.738809823990e-01 
6.000000000000e+00 	 -2.773582339287e-01 	  -2.773585319519e-01 	  -2.794200778008e-01 
6.099999904633e+00 	 -1.798847764730e-01 	  -1.798850595951e-01 	  -1.821673065424e-01 
6.200000286102e+00 	 -8.061247318983e-02 	  -8.061272650957e-02 	  -8.309438079596e-02 
6.300000190735e+00 	 1.946595311165e-02 	  1.946573704481e-02 	  1.680879481137e-02 
6.400000095367e+00 	 1.193497255445e-01 	  1.193495467305e-01 	  1.165440231562e-01 
6.500000000000e+00 	 2.180399894714e-01 	  2.180398553610e-01 	  2.151147872210e-01 
6.599999904633e+00 	 3.145498633385e-01 	  3.145497739315e-01 	  3.115361928940e-01 
6.700000286102e+00 	 4.079142510891e-01 	  4.079141914845e-01 	  4.048448204994e-01 
6.800000190735e+00 	 4.971994757652e-01 	  4.971994757652e-01 	  4.941083788872e-01 
6.900000095367e+00 	 5.815126895905e-01 	  5.815127491951e-01 	  5.784350037575e-01 
7.000000000000e+00 	 6.600108146667e-01 	  6.600109338760e-01 	  6.569820642471e-01 
7.099999904633e+00 	 7.319087982178e-01 	  7.319089770317e-01 	  7.289648056030e-01 
7.200000286102e+00 	 7.964876890182e-01 	  7.964879274368e-01 	  7.936639785767e-01 
7.300000190735e+00 	 8.531017303467e-01 	  8.531020283699e-01 	  8.504331707954e-01 
7.400000095367e+00 	 9.011847376823e-01 	  9.011850953102e-01 	  8.987051248550e-01 
7.500000000000e+00 	 9.402559399605e-01 	  9.402562975883e-01 	  9.379975199699e-01 
7.599999904633e+00 	 9.699245691299e-01 	  9.699249267578e-01 	  9.679177403450e-01 
7.700000286102e+00 	 9.898939132690e-01 	  9.898943305016e-01 	  9.881668686867e-01 
7.800000190735e+00 	 9.999643564224e-01 	  9.999647736549e-01 	  9.985426068306e-01 
7.900000095367e+00 	 1.000035166740e+00 	  1.000035524368e+00 	  9.989412426949e-01 
8.000000000000e+00 	 9.901056289673e-01 	  9.901059865952e-01 	  9.893587827682e-01 
8.100000381470e+00 	 9.702749848366e-01 	  9.702754020691e-01 	  9.698910117149e-01 
8.199999809265e+00 	 9.407415986061e-01 	  9.407420158386e-01 	  9.407324194908e-01 
8.300000190735e+00 	 9.018008112907e-01 	  9.018012285233e-01 	  9.021743535995e-01 
8.400000572205e+00 	 8.538420200348e-01 	  8.538424372673e-01 	  8.546020984650e-01 
8.500000000000e+00 	 7.973448038101e-01 	  7.973452210426e-01 	  7.984909415245e-01 
8.600000381470e+00 	 7.328741550446e-01 	  7.328745126724e-01 	  7.344015240669e-01 
8.699999809265e+00 	 6.610747575760e-01 	  6.610751152039e-01 	  6.629742383957e-01 
8.800000190735e+00 	 5.826646089554e-01 	  5.826649665833e-01 	  5.849227309227e-01 
8.900000572205e+00 	 4.984278082848e-01 	  4.984281361103e-01 	  5.010268688202e-01 
9.000000000000e+00 	 4.092067182064e-01 	  4.092070162296e-01 	  4.121249318123e-01 
9.100000381470e+00 	 3.158935606480e-01 	  3.158938288689e-01 	  3.191051781178e-01 
9.199999809265e+00 	 2.194214761257e-01 	  2.194216996431e-01 	  2.228970378637e-01 
9.300000190735e+00 	 1.207551807165e-01 	  1.207553595304e-01 	  1.244617924094e-01 
9.400000572205e+00 	 2.088133245707e-02 	  2.088146656752e-02 	  2.478296868503e-02 
9.500000000000e+00 	 -7.920132577419e-02 	  -7.920124381781e-02 	  -7.514347881079e-02 
9.600000381470e+00 	 -1.784919798374e-01 	  -1.784919351339e-01 	  -1.743191182613e-01 
9.699999809265e+00 	 -2.759976983070e-01 	  -2.759976983070e-01 	  -2.717530131340e-01 
9.800000190735e+00 	 -3.707434535027e-01 	  -3.707434833050e-01 	  -3.664716482162e-01 
9.900000572205e+00 	 -4.617817699909e-01 	  -4.617818593979e-01 	  -4.575286209583e-01 
1.000000000000e+01 	 -5.482022762299e-01 	  -5.482023954391e-01 	  -5.440141558647e-01 
1.010000038147e+01 	 -6.291407346725e-01 	  -6.291409134865e-01 	  -6.250640749931e-01 
1.019999980927e+01 	 -7.037878036499e-01 	  -7.037879824638e-01 	  -6.998685598373e-01 
1.030000019073e+01 	 -7.713969945908e-01 	  -7.713971734047e-01 	  -7.676801681519e-01 
1.040000057220e+01 	 -8.312922120094e-01 	  -8.312923908234e-01 	  -8.278214335442e-01 
1.050000000000e+01 	 -8.828744888306e-01 	  -8.828747272491e-01 	  -8.796913623810e-01 
1.060000038147e+01 	 -9.256280660629e-01 	  -9.256283044815e-01 	  -9.227717518806e-01 
1.069999980927e+01 	 -9.591253399849e-01 	  -9.591255784035e-01 	  -9.566320776939e-01 
1.080000019073e+01 	 -9.830313324928e-01 	  -9.830316305161e-01 	  -9.809340834618e-01 
1.090000057220e+01 	 -9.971070289612e-01 	  -9.971073269844e-01 	  -9.954349398613e-01 
1.100000000000e+01 	 -1.001211643219e+00 	  -1.001212000847e+00 	  -9.999897480011e-01 
1.110000038147e+01 	 -9.953041672707e-01 	  -9.953045248985e-01 	  -9.945530295372e-01 
1.119999980927e+01 	 -9.794436693192e-01 	  -9.794439673424e-01 	  -9.791790843010e-01 
1.130000019073e+01 	 -9.537886977196e-01 	  -9.537889957428e-01 	  -9.540215134621e-01 
1.140000057220e+01 	 -9.185958504677e-01 	  -9.185961484909e-01 	  -9.193316698074e-01 
1.150000000000e+01 	 -8.742170333862e-01 	  -8.742173314095e-01 	  -8.754562139511e-01 
1.160000038147e+01 	 -8.210960626602e-01 	  -8.210963606834e-01 	  -8.228334784508e-01 
1.169999980927e+01 	 -7.597641348839e-01 	  -7.597643733025e-01 	  -7.619892954826e-01 
1.180000019073e+01 	 -6.908345222473e-01 	  -6.908347606659e-01 	  -6.935315728188e-01 
1.190000057220e+01 	 -6.149966120720e-01 	  -6.149967908859e-01 	  -6.181443333626e-01 
1.200000000000e+01 	 -5.330086946487e-01 	  -5.330088734627e-01 	  -5.365808010101e-01 
1.210000038147e+01 	 -4.456907212734e-01 	  -4.456908702850e-01 	  -4.496559202671e-01 
1.219999980927e+01 	 -3.539158403873e-01 	  -3.539159297943e-01 	  -3.582382500172e-01 
1.230000019073e+01 	 -2.586017847061e-01 	  -2.586018443108e-01 	  -2.632411718369e-01 
1.240000057220e+01 	 -1.607017219067e-01 	  -1.607017368078e-01 	  -1.656138896942e-01 
1.250000000000e+01 	 -6.119463592768e-02 	  -6.119462102652e-02 	  -6.633185595274e-02 
1.260000038147e+01 	 3.892439603806e-02 	  3.892444819212e-02 	  3.361294046044e-02 
1.269999980927e+01 	 1.386541873217e-01 	  1.386542767286e-01 	  1.332218796015e-01 
1.280000019073e+01 	 2.369974255562e-01 	  2.369975447655e-01 	  2.314997166395e-01 
1.290000057220e+01 	 3.329707086086e-01 	  3.329708576202e-01 	  3.274644911289e-01 
1.300000000000e+01 	 4.256142675877e-01 	  4.256144464016e-01 	  4.201573431492e-01 
1.310000038147e+01 	 5.140016674995e-01 	  5.140019059181e-01 	  5.086521506310e-01 
1.319999980927e+01 	 5.972490906715e-01 	  5.972493290901e-01 	  5.920646786690e-01 
1.330000019073e+01 	 6.745240092278e-01 	  6.745242476463e-01 	  6.695615053177e-01 
1.340000057220e+01 	 7.450537085533e-01 	  7.450539469719e-01 	  7.403683066368e-01 
1.350000000000e+01 	 8.081328272820e-01 	  8.081331253052e-01 	  8.037775754929e-01 
1.360000038147e+01 	 8.631306290627e-01 	  8.631309270859e-01 	  8.591557741165e-01 
1.369999980927e+01 	 9.094971418381e-01 	  9.094974398613e-01 	  9.059495925903e-01 
1.380000019073e+01 	 9.467686414719e-01 	  9.467689990997e-01 	  9.436914920807e-01 
1.390000057220e+01 	 9.745724797249e-01 	  9.745728373528e-01 	  9.720043540001e-01 
1.400000000000e+01 	 9.926306009293e-01 	  9.926309585571e-01 	  9.906052350998e-01 
1.410000038147e+01 	 1.000762462616e+00 	  1.000762820244e+00 	  9.993083477020e-01 
1.419999980927e+01 	 9.988866448402e-01 	  9.988870024681e-01 	  9.980267286301e-01 
1.430000019073e+01 	 9.870219826698e-01 	  9.870223402977e-01 	  9.867731928825e-01 
1.440000057220e+01 	 9.652870893478e-01 	  9.652874469757e-01 	  9.656601548195e-01 
1.450000000000e+01 	 9.338993430138e-01 	  9.338996410370e-01 	  9.348985552788e-01 
1.460000038147e+01 	 8.931725621223e-01 	  8.931728601456e-01 	  8.947957754135e-01 
1.469999980927e+01 	 8.435140848160e-01 	  8.435143232346e-01 	  8.457525372505e-01 
1.480000019073e+01 	 7.854204773903e-01 	  7.854206562042e-01 	  7.882587909698e-01 
1.490000057220e+01 	 7.194726467133e-01 	  7.194727659225e-01 	  7.228890657425e-01 
1.500000000000e+01 	 6.463300585747e-01 	  6.463301777840e-01 	  6.502964496613e-01 
