# Time 	 Euler Position 	 Leap Position  	 RK4 Position 
0.000000000000e+00 	 0.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 
3.000000119209e-01 	 3.000000119209e-01 	  3.000000119209e-01 	  2.955000102520e-01 
6.000000238419e-01 	 6.000000238419e-01 	  5.730000138283e-01 	  5.646044611931e-01 
9.000000357628e-01 	 8.730000257492e-01 	  7.944300174713e-01 	  7.832785844803e-01 
1.200000047684e+00 	 1.092000007629e+00 	  9.443613290787e-01 	  9.319919943810e-01 
1.500000000000e+00 	 1.232429981232e+00 	  1.009300112724e+00 	  9.974630475044e-01 
1.800000071526e+00 	 1.274580001831e+00 	  9.834018349648e-01 	  9.738450646400e-01 
2.100000143051e+00 	 1.205811262131e+00 	  8.689973950386e-01 	  8.632483482361e-01 
2.400000095367e+00 	 1.022330284119e+00 	  6.763831973076e-01 	  6.755517125130e-01 
2.700000047684e+00 	 7.303262948990e-01 	  4.228945076466e-01 	  4.275200664997e-01 
3.000000000000e+00 	 3.463126122952e-01 	  1.313453018665e-01 	  1.413069516420e-01 
3.300000190735e+00 	 -1.034304201603e-01 	  -1.720249950886e-01 	  -1.575241237879e-01 
3.600000143051e+00 	 -5.843415856361e-01 	  -4.599130451679e-01 	  -4.422829449177e-01 
3.900000095367e+00 	 -1.055943965912e+00 	  -7.064089179039e-01 	  -6.875364184380e-01 
4.200000286102e+00 	 -1.474955677986e+00 	  -8.893280029297e-01 	  -8.713801503181e-01 
4.500000000000e+00 	 -1.798932313919e+00 	  -9.922075271606e-01 	  -9.773947000504e-01 
4.800000190735e+00 	 -1.990162968636e+00 	  -1.005788445473e+00 	  -9.961121678352e-01 
5.100000381470e+00 	 -2.019489765167e+00 	  -9.288483262062e-01 	  -9.258617162704e-01 
5.400000095367e+00 	 -1.869701862335e+00 	  -7.683118581772e-01 	  -7.729186415672e-01 
5.700000286102e+00 	 -1.538159847260e+00 	  -5.386273264885e-01 	  -5.509438514709e-01 
6.000000000000e+00 	 -1.038344621658e+00 	  -2.604663372040e-01 	  -2.797637581825e-01 
6.300000190735e+00 	 -4.000949859619e-01 	  4.113662242889e-02 	  1.640070602298e-02 
6.600000381470e+00 	 3.316056728363e-01 	  3.390372991562e-01 	  3.110973834991e-01 
6.900000095367e+00 	 1.099314928055e+00 	  6.064246296883e-01 	  5.780054330826e-01 
7.200000286102e+00 	 1.837179541588e+00 	  8.192337155342e-01 	  7.932862639427e-01 
7.500000476837e+00 	 2.476105928421e+00 	  9.583117961884e-01 	  9.377126097679e-01 
7.800000190735e+00 	 2.949686050415e+00 	  1.011141777039e+00 	  9.983856678009e-01 
8.100000381470e+00 	 3.200416564941e+00 	  9.729689955711e-01 	  9.698873162270e-01 
8.400000572205e+00 	 3.185675382614e+00 	  8.472290039062e-01 	  8.547638058662e-01 
8.700000762939e+00 	 2.882896661758e+00 	  6.452383995056e-01 	  6.632981896400e-01 
9.000000000000e+00 	 2.293407201767e+00 	  3.851763010025e-01 	  4.125920534134e-01 
9.300000190735e+00 	 1.444457054138e+00 	  9.044831991196e-02 	  1.250377744436e-01 
9.600000381470e+00 	 3.891001939774e-01 	  -2.124200165272e-01 	  -1.736813634634e-01 
9.900000572205e+00 	 -7.962578535080e-01 	  -4.961705505848e-01 	  -4.568851590157e-01 
1.020000076294e+01 	 -2.016634941101e+00 	  -7.352657318115e-01 	  -6.992794275284e-01 
1.050000000000e+01 	 -3.165349006653e+00 	  -9.081870317459e-01 	  -8.792151212692e-01 
1.080000019073e+01 	 -4.132565975189e+00 	  -9.993714690208e-01 	  -9.806219339371e-01 
1.110000038147e+01 	 -4.814901351929e+00 	  -1.000612497330e+00 	  -9.944434762001e-01 
1.140000057220e+01 	 -5.125305652618e+00 	  -9.117983579636e-01 	  -9.194461703300e-01 
1.170000076294e+01 	 -5.002368927002e+00 	  -7.409223318100e-01 	  -7.623292803764e-01 
1.200000000000e+01 	 -4.418154716492e+00 	  -5.033633112907e-01 	  -5.371265411377e-01 
1.230000019073e+01 	 -3.383727073669e+00 	  -2.205016016960e-01 	  -2.639526128769e-01 
1.260000038147e+01 	 -1.951665639877e+00 	  8.220523595810e-02 	  3.279348462820e-02 
1.290000057220e+01 	 -2.150686979294e-01 	  3.775135874748e-01 	  3.266076445580e-01 
1.320000076294e+01 	 1.697178125381e+00 	  6.388457417488e-01 	  5.912479162216e-01 
1.350000095367e+01 	 3.628781318665e+00 	  8.426817655563e-01 	  8.030782341957e-01 
1.380000019073e+01 	 5.407638549805e+00 	  9.706764221191e-01 	  9.431794881821e-01 
1.410000038147e+01 	 6.859905242920e+00 	  1.011310219765e+00 	  9.990392923355e-01 
1.440000057220e+01 	 7.825484275818e+00 	  9.609260559082e-01 	  9.656693339348e-01 
1.470000076294e+01 	 8.173671722412e+00 	  8.240585327148e-01 	  8.460509777069e-01 
