# Time 	 Euler Position 	 Leap Position  	 RK4 Position 
3.299999833107e-01 	 3.245677053928e-01 	  3.240483105183e-01 	  3.240430355072e-01 
3.400000035763e-01 	 3.340438008308e-01 	  3.334925174713e-01 	  3.334870934486e-01 
3.499999940395e-01 	 3.434874415398e-01 	  3.429033756256e-01 	  3.428978025913e-01 
3.599999845028e-01 	 3.528976738453e-01 	  3.522799611092e-01 	  3.522742390633e-01 
3.700000047684e-01 	 3.622735440731e-01 	  3.616213202477e-01 	  3.616154491901e-01 
3.799999952316e-01 	 3.716141283512e-01 	  3.709264993668e-01 	  3.709204792976e-01 
3.899999856949e-01 	 3.809184730053e-01 	  3.801946043968e-01 	  3.801884353161e-01 
3.999999761581e-01 	 3.901856541634e-01 	  3.894246816635e-01 	  3.894183635712e-01 
4.099999964237e-01 	 3.994147479534e-01 	  3.986158072948e-01 	  3.986093401909e-01 
4.199999868870e-01 	 4.086048305035e-01 	  4.077670872211e-01 	  4.077604711056e-01 
4.299999773502e-01 	 4.177549779415e-01 	  4.168775677681e-01 	  4.168708324432e-01 
4.399999976158e-01 	 4.268642663956e-01 	  4.259463846684e-01 	  4.259395003319e-01 
4.499999880791e-01 	 4.359317719936e-01 	  4.349725842476e-01 	  4.349655807018e-01 
4.599999785423e-01 	 4.449566006660e-01 	  4.439553022385e-01 	  4.439481496811e-01 
4.699999988079e-01 	 4.539378285408e-01 	  4.528936147690e-01 	  4.528863132000e-01 
4.799999892712e-01 	 4.628745615482e-01 	  4.617866575718e-01 	  4.617792069912e-01 
4.899999797344e-01 	 4.717659056187e-01 	  4.706335067749e-01 	  4.706259071827e-01 
5.000000000000e-01 	 4.806109666824e-01 	  4.794332981110e-01 	  4.794255495071e-01 
5.099999904633e-01 	 4.894088506699e-01 	  4.881851375103e-01 	  4.881772696972e-01 
5.199999809265e-01 	 4.981586635113e-01 	  4.968881607056e-01 	  4.968801736832e-01 
5.299999713898e-01 	 5.068595409393e-01 	  5.055415034294e-01 	  5.055333971977e-01 
5.399999618530e-01 	 5.155106186867e-01 	  5.141443014145e-01 	  5.141360759735e-01 
5.500000119209e-01 	 5.241109728813e-01 	  5.226956605911e-01 	  5.226873159409e-01 
5.600000023842e-01 	 5.326597690582e-01 	  5.311947464943e-01 	  5.311862826347e-01 
5.699999928474e-01 	 5.411561727524e-01 	  5.396407246590e-01 	  5.396321415901e-01 
5.799999833107e-01 	 5.495992898941e-01 	  5.480327606201e-01 	  5.480239987373e-01 
5.899999737740e-01 	 5.579883456230e-01 	  5.563699603081e-01 	  5.563610792160e-01 
5.999999642372e-01 	 5.663223862648e-01 	  5.646515488625e-01 	  5.646425485611e-01 
6.100000143051e-01 	 5.746006369591e-01 	  5.728766322136e-01 	  5.728675127029e-01 
6.200000047684e-01 	 5.828222632408e-01 	  5.810444355011e-01 	  5.810351967812e-01 
6.299999952316e-01 	 5.909864306450e-01 	  5.891541242599e-01 	  5.891447663307e-01 
6.399999856949e-01 	 5.990923047066e-01 	  5.972049236298e-01 	  5.971954464912e-01 
6.499999761581e-01 	 6.071391105652e-01 	  6.051959991455e-01 	  6.051864027977e-01 
6.599999666214e-01 	 6.151260137558e-01 	  6.131265759468e-01 	  6.131168603897e-01 
6.699999570847e-01 	 6.230521798134e-01 	  6.209958195686e-01 	  6.209859848022e-01 
6.800000071526e-01 	 6.309168338776e-01 	  6.288029551506e-01 	  6.287930011749e-01 
6.899999976158e-01 	 6.387192010880e-01 	  6.365472078323e-01 	  6.365371346474e-01 
6.999999880791e-01 	 6.464584469795e-01 	  6.442278027534e-01 	  6.442176103592e-01 
7.099999785423e-01 	 6.541338562965e-01 	  6.518440246582e-01 	  6.518337130547e-01 
7.199999690056e-01 	 6.617445945740e-01 	  6.593950390816e-01 	  6.593846082687e-01 
7.299999594688e-01 	 6.692899465561e-01 	  6.668801307678e-01 	  6.668695807457e-01 
7.400000095367e-01 	 6.767690777779e-01 	  6.742985248566e-01 	  6.742878556252e-01 
7.500000000000e-01 	 6.841813325882e-01 	  6.816494464874e-01 	  6.816387176514e-01 
7.599999904633e-01 	 6.915258765221e-01 	  6.889322400093e-01 	  6.889213919640e-01 
7.699999809265e-01 	 6.988019943237e-01 	  6.961461305618e-01 	  6.961351633072e-01 
7.799999713898e-01 	 7.060089707375e-01 	  7.032904028893e-01 	  7.032793164253e-01 
7.899999618530e-01 	 7.131460905075e-01 	  7.103643417358e-01 	  7.103531956673e-01 
7.999999523163e-01 	 7.202125787735e-01 	  7.173672318459e-01 	  7.173560261726e-01 
8.100000023842e-01 	 7.272077798843e-01 	  7.242984175682e-01 	  7.242870926857e-01 
8.199999928474e-01 	 7.341309189796e-01 	  7.311571836472e-01 	  7.311457395554e-01 
8.299999833107e-01 	 7.409813404083e-01 	  7.379428148270e-01 	  7.379312515259e-01 
8.399999737740e-01 	 7.477583885193e-01 	  7.446546554565e-01 	  7.446429729462e-01 
8.499999642372e-01 	 7.544613480568e-01 	  7.512920498848e-01 	  7.512802481651e-01 
8.599999547005e-01 	 7.610895037651e-01 	  7.578542828560e-01 	  7.578424215317e-01 
8.700000047684e-01 	 7.676421999931e-01 	  7.643407583237e-01 	  7.643287777901e-01 
8.799999952316e-01 	 7.741187810898e-01 	  7.707507610321e-01 	  7.707387208939e-01 
8.899999856949e-01 	 7.805185914040e-01 	  7.770836949348e-01 	  7.770715951920e-01 
8.999999761581e-01 	 7.868410348892e-01 	  7.833389043808e-01 	  7.833267450333e-01 
9.099999666214e-01 	 7.930853962898e-01 	  7.895157933235e-01 	  7.895035743713e-01 
9.199999570847e-01 	 7.992510795593e-01 	  7.956137657166e-01 	  7.956014275551e-01 
9.300000071526e-01 	 8.053374290466e-01 	  8.016321659088e-01 	  8.016197681427e-01 
9.399999976158e-01 	 8.113439083099e-01 	  8.075703978539e-01 	  8.075579404831e-01 
9.499999880791e-01 	 8.172698020935e-01 	  8.134278655052e-01 	  8.134153485298e-01 
9.599999785423e-01 	 8.231145739555e-01 	  8.192039728165e-01 	  8.191913962364e-01 
9.699999690056e-01 	 8.288776278496e-01 	  8.248981833458e-01 	  8.248855471611e-01 
9.799999594688e-01 	 8.345583677292e-01 	  8.305099010468e-01 	  8.304972052574e-01 
9.899999499321e-01 	 8.401561975479e-01 	  8.360385894775e-01 	  8.360258340836e-01 
1.000000000000e+00 	 8.456705808640e-01 	  8.414836525917e-01 	  8.414708375931e-01 
1.009999990463e+00 	 8.511009812355e-01 	  8.468445539474e-01 	  8.468316793442e-01 
1.019999980927e+00 	 8.564468026161e-01 	  8.521207571030e-01 	  8.521078824997e-01 
1.029999971390e+00 	 8.617075085640e-01 	  8.573117852211e-01 	  8.572988510132e-01 
1.039999961853e+00 	 8.668825626373e-01 	  8.624171018600e-01 	  8.624041080475e-01 
1.049999952316e+00 	 8.719714283943e-01 	  8.674361705780e-01 	  8.674231171608e-01 
1.059999942780e+00 	 8.769736289978e-01 	  8.723684549332e-01 	  8.723554015160e-01 
1.069999933243e+00 	 8.818886280060e-01 	  8.772135376930e-01 	  8.772004246712e-01 
1.079999923706e+00 	 8.867159485817e-01 	  8.819708824158e-01 	  8.819577097893e-01 
1.090000033379e+00 	 8.914550542831e-01 	  8.866400122643e-01 	  8.866268396378e-01 
1.100000023842e+00 	 8.961055278778e-01 	  8.912205100060e-01 	  8.912072777748e-01 
1.110000014305e+00 	 9.006668329239e-01 	  8.957118988037e-01 	  8.956986069679e-01 
1.120000004768e+00 	 9.051385521889e-01 	  9.001137018204e-01 	  9.001003503799e-01 
1.129999995232e+00 	 9.095202088356e-01 	  9.044255018234e-01 	  9.044120907784e-01 
1.139999985695e+00 	 9.138113260269e-01 	  9.086468219757e-01 	  9.086334109306e-01 
1.149999976158e+00 	 9.180114865303e-01 	  9.127773046494e-01 	  9.127638339996e-01 
1.159999966621e+00 	 9.221202731133e-01 	  9.168164730072e-01 	  9.168030023575e-01 
1.169999957085e+00 	 9.261372685432e-01 	  9.207639694214e-01 	  9.207504987717e-01 
1.179999947548e+00 	 9.300620555878e-01 	  9.246193766594e-01 	  9.246059060097e-01 
1.189999938011e+00 	 9.338942170143e-01 	  9.283823370934e-01 	  9.283688664436e-01 
1.199999928474e+00 	 9.376333951950e-01 	  9.320524930954e-01 	  9.320389628410e-01 
1.209999918938e+00 	 9.412791728973e-01 	  9.356294274330e-01 	  9.356158971786e-01 
1.220000028610e+00 	 9.448311924934e-01 	  9.391127824783e-01 	  9.390992522240e-01 
1.230000019073e+00 	 9.482890367508e-01 	  9.425022602081e-01 	  9.424886703491e-01 
1.240000009537e+00 	 9.516524076462e-01 	  9.457974433899e-01 	  9.457838535309e-01 
1.250000000000e+00 	 9.549209475517e-01 	  9.489980936050e-01 	  9.489844441414e-01 
1.259999990463e+00 	 9.580943584442e-01 	  9.521037936211e-01 	  9.520901441574e-01 
1.269999980927e+00 	 9.611722826958e-01 	  9.551143050194e-01 	  9.551006555557e-01 
1.279999971390e+00 	 9.641543626785e-01 	  9.580293297768e-01 	  9.580156803131e-01 
1.289999961853e+00 	 9.670403599739e-01 	  9.608485102654e-01 	  9.608348608017e-01 
1.299999952316e+00 	 9.698299169540e-01 	  9.635716080666e-01 	  9.635579586029e-01 
1.309999942780e+00 	 9.725227952003e-01 	  9.661983847618e-01 	  9.661847352982e-01 
1.319999933243e+00 	 9.751186370850e-01 	  9.687285423279e-01 	  9.687148928642e-01 
1.329999923706e+00 	 9.776172637939e-01 	  9.711617827415e-01 	  9.711481928825e-01 
1.339999914169e+00 	 9.800183773041e-01 	  9.734979271889e-01 	  9.734843373299e-01 
1.350000023842e+00 	 9.823217391968e-01 	  9.757367372513e-01 	  9.757231473923e-01 
1.360000014305e+00 	 9.845270514488e-01 	  9.778779745102e-01 	  9.778643846512e-01 
1.370000004768e+00 	 9.866341352463e-01 	  9.799214005470e-01 	  9.799078702927e-01 
1.379999995232e+00 	 9.886428117752e-01 	  9.818668365479e-01 	  9.818533658981e-01 
1.389999985695e+00 	 9.905527830124e-01 	  9.837141036987e-01 	  9.837006330490e-01 
1.399999976158e+00 	 9.923639297485e-01 	  9.854629635811e-01 	  9.854495525360e-01 
1.409999966621e+00 	 9.940760135651e-01 	  9.871132969856e-01 	  9.870999455452e-01 
1.419999957085e+00 	 9.956888556480e-01 	  9.886649250984e-01 	  9.886516332626e-01 
1.429999947548e+00 	 9.972022771835e-01 	  9.901176691055e-01 	  9.901044368744e-01 
1.439999938011e+00 	 9.986161589622e-01 	  9.914714097977e-01 	  9.914582371712e-01 
1.449999928474e+00 	 9.999303221703e-01 	  9.927260279655e-01 	  9.927128553391e-01 
1.459999918938e+00 	 1.001144647598e+00 	  9.938813447952e-01 	  9.938682317734e-01 
1.469999909401e+00 	 1.002258896828e+00 	  9.949373006821e-01 	  9.949242472649e-01 
1.480000019073e+00 	 1.003273010254e+00 	  9.958937764168e-01 	  9.958807229996e-01 
1.490000009537e+00 	 1.004186987877e+00 	  9.967506527901e-01 	  9.967376589775e-01 
1.500000000000e+00 	 1.005000591278e+00 	  9.975078105927e-01 	  9.974948763847e-01 
1.509999990463e+00 	 1.005713820457e+00 	  9.981652498245e-01 	  9.981523752213e-01 
1.519999980927e+00 	 1.006326556206e+00 	  9.987228512764e-01 	  9.987100362778e-01 
1.529999971390e+00 	 1.006838679314e+00 	  9.991806149483e-01 	  9.991678595543e-01 
1.539999961853e+00 	 1.007250189781e+00 	  9.995384216309e-01 	  9.995257258415e-01 
1.549999952316e+00 	 1.007560968399e+00 	  9.997962713242e-01 	  9.997836351395e-01 
1.559999942780e+00 	 1.007771015167e+00 	  9.999541640282e-01 	  9.999415874481e-01 
1.569999933243e+00 	 1.007880330086e+00 	  1.000012040138e+00 	  9.999995231628e-01 
1.579999923706e+00 	 1.007888913155e+00 	  9.999699592590e-01 	  9.999575018883e-01 
1.589999914169e+00 	 1.007796645164e+00 	  9.998278617859e-01 	  9.998154640198e-01 
1.599999904633e+00 	 1.007603645325e+00 	  9.995858073235e-01 	  9.995734691620e-01 
1.610000014305e+00 	 1.007309794426e+00 	  9.992437958717e-01 	  9.992315173149e-01 
1.620000004768e+00 	 1.006915211678e+00 	  9.988018274307e-01 	  9.987896084785e-01 
1.629999995232e+00 	 1.006419897079e+00 	  9.982599616051e-01 	  9.982478618622e-01 
1.639999985695e+00 	 1.005823969841e+00 	  9.976183176041e-01 	  9.976062774658e-01 
1.649999976158e+00 	 1.005127310753e+00 	  9.968768954277e-01 	  9.968649148941e-01 
1.659999966621e+00 	 1.004330158234e+00 	  9.960357546806e-01 	  9.960238933563e-01 
1.669999957085e+00 	 1.003432393074e+00 	  9.950950145721e-01 	  9.950832724571e-01 
1.679999947548e+00 	 1.002434253693e+00 	  9.940547943115e-01 	  9.940431118011e-01 
1.689999938011e+00 	 1.001335740089e+00 	  9.929151535034e-01 	  9.929035902023e-01 
1.699999928474e+00 	 1.000136971474e+00 	  9.916762113571e-01 	  9.916647672653e-01 
1.709999918938e+00 	 9.988380670547e-01 	  9.903380870819e-01 	  9.903267621994e-01 
1.719999909401e+00 	 9.974392056465e-01 	  9.889009594917e-01 	  9.888897538185e-01 
1.730000019073e+00 	 9.959404468536e-01 	  9.873649477959e-01 	  9.873538017273e-01 
1.740000009537e+00 	 9.943419098854e-01 	  9.857301712036e-01 	  9.857191443443e-01 
1.750000000000e+00 	 9.926437735558e-01 	  9.839968681335e-01 	  9.839859008789e-01 
1.759999990463e+00 	 9.908462166786e-01 	  9.821651577950e-01 	  9.821542501450e-01 
1.769999980927e+00 	 9.889494180679e-01 	  9.802352190018e-01 	  9.802244305611e-01 
1.779999971390e+00 	 9.869534969330e-01 	  9.782072305679e-01 	  9.781965613365e-01 
1.789999961853e+00 	 9.848586916924e-01 	  9.760814309120e-01 	  9.760708808899e-01 
1.799999952316e+00 	 9.826651811600e-01 	  9.738580584526e-01 	  9.738475680351e-01 
1.809999942780e+00 	 9.803732037544e-01 	  9.715372920036e-01 	  9.715269207954e-01 
1.819999933243e+00 	 9.779829382896e-01 	  9.691193699837e-01 	  9.691091179848e-01 
1.829999923706e+00 	 9.754946827888e-01 	  9.666045308113e-01 	  9.665943980217e-01 
1.839999914169e+00 	 9.729086160660e-01 	  9.639930129051e-01 	  9.639829993248e-01 
1.849999904633e+00 	 9.702249765396e-01 	  9.612851142883e-01 	  9.612752199173e-01 
1.860000014305e+00 	 9.674440622330e-01 	  9.584810733795e-01 	  9.584712982178e-01 
1.870000004768e+00 	 9.645661115646e-01 	  9.555811882019e-01 	  9.555715322495e-01 
1.879999995232e+00 	 9.615914225578e-01 	  9.525857567787e-01 	  9.525762200356e-01 
1.889999985695e+00 	 9.585202932358e-01 	  9.494950771332e-01 	  9.494856595993e-01 
1.899999976158e+00 	 9.553530216217e-01 	  9.463094472885e-01 	  9.463001489639e-01 
1.909999966621e+00 	 9.520898461342e-01 	  9.430291652679e-01 	  9.430199861526e-01 
1.919999957085e+00 	 9.487311840057e-01 	  9.396545886993e-01 	  9.396455287933e-01 
1.929999947548e+00 	 9.452772736549e-01 	  9.361860156059e-01 	  9.361771345139e-01 
1.939999938011e+00 	 9.417285323143e-01 	  9.326238632202e-01 	  9.326151013374e-01 
1.949999928474e+00 	 9.380852580070e-01 	  9.289684295654e-01 	  9.289597868919e-01 
1.959999918938e+00 	 9.343478083611e-01 	  9.252200722694e-01 	  9.252116084099e-01 
1.969999909401e+00 	 9.305165410042e-01 	  9.213792085648e-01 	  9.213709235191e-01 
1.979999899864e+00 	 9.265918135643e-01 	  9.174461960793e-01 	  9.174380898476e-01 
1.990000009537e+00 	 9.225740432739e-01 	  9.134214520454e-01 	  9.134135246277e-01 
2.000000000000e+00 	 9.184636473656e-01 	  9.093053936958e-01 	  9.092975854874e-01 
2.009999990463e+00 	 9.142609834671e-01 	  9.050983786583e-01 	  9.050907492638e-01 
2.019999980927e+00 	 9.099664688110e-01 	  9.008008837700e-01 	  9.007933735847e-01 
2.029999971390e+00 	 9.055805206299e-01 	  8.964132666588e-01 	  8.964059352875e-01 
2.039999961853e+00 	 9.011035561562e-01 	  8.919360041618e-01 	  8.919288516045e-01 
2.049999952316e+00 	 8.965360522270e-01 	  8.873695731163e-01 	  8.873625993729e-01 
2.059999942780e+00 	 8.918784260750e-01 	  8.827143907547e-01 	  8.827075958252e-01 
2.069999933243e+00 	 8.871311545372e-01 	  8.779709339142e-01 	  8.779643177986e-01 
2.079999923706e+00 	 8.822947144508e-01 	  8.731396794319e-01 	  8.731332421303e-01 
2.089999914169e+00 	 8.773695230484e-01 	  8.682211041451e-01 	  8.682148456573e-01 
2.099999904633e+00 	 8.723561167717e-01 	  8.632157444954e-01 	  8.632096052170e-01 
2.109999895096e+00 	 8.672549724579e-01 	  8.581240773201e-01 	  8.581180572510e-01 
2.119999885559e+00 	 8.620666265488e-01 	  8.529465794563e-01 	  8.529407382011e-01 
2.129999876022e+00 	 8.567915558815e-01 	  8.476837873459e-01 	  8.476781249046e-01 
2.139999866486e+00 	 8.514302372932e-01 	  8.423362374306e-01 	  8.423306941986e-01 
2.149999856949e+00 	 8.459832668304e-01 	  8.369044065475e-01 	  8.368990421295e-01 
2.159999847412e+00 	 8.404511213303e-01 	  8.313888907433e-01 	  8.313837051392e-01 
2.169999837875e+00 	 8.348343968391e-01 	  8.257902264595e-01 	  8.257852196693e-01 
2.180000066757e+00 	 8.291336297989e-01 	  8.201090097427e-01 	  8.201041817665e-01 
2.190000057220e+00 	 8.233493566513e-01 	  8.143457770348e-01 	  8.143411278725e-01 
2.200000047684e+00 	 8.174821734428e-01 	  8.085011243820e-01 	  8.084966540337e-01 
2.210000038147e+00 	 8.115326762199e-01 	  8.025755882263e-01 	  8.025712966919e-01 
2.220000028610e+00 	 8.055014014244e-01 	  7.965698242188e-01 	  7.965657114983e-01 
2.230000019073e+00 	 7.993890047073e-01 	  7.904844284058e-01 	  7.904804348946e-01 
2.240000009537e+00 	 7.931960225105e-01 	  7.843199372292e-01 	  7.843161225319e-01 
2.250000000000e+00 	 7.869231104851e-01 	  7.780770063400e-01 	  7.780733704567e-01 
2.259999990463e+00 	 7.805709242821e-01 	  7.717562913895e-01 	  7.717528343201e-01 
2.269999980927e+00 	 7.741400003433e-01 	  7.653583884239e-01 	  7.653551101685e-01 
2.279999971390e+00 	 7.676310539246e-01 	  7.588839530945e-01 	  7.588808536530e-01 
2.289999961853e+00 	 7.610446810722e-01 	  7.523336410522e-01 	  7.523307204247e-01 
2.299999952316e+00 	 7.543815374374e-01 	  7.457081079483e-01 	  7.457053661346e-01 
2.309999942780e+00 	 7.476422786713e-01 	  7.390080094337e-01 	  7.390054464340e-01 
2.319999933243e+00 	 7.408276200294e-01 	  7.322340011597e-01 	  7.322316169739e-01 
2.329999923706e+00 	 7.339381575584e-01 	  7.253867387772e-01 	  7.253845334053e-01 
2.339999914169e+00 	 7.269746065140e-01 	  7.184669375420e-01 	  7.184649109840e-01 
2.349999904633e+00 	 7.199376821518e-01 	  7.114753127098e-01 	  7.114734649658e-01 
2.359999895096e+00 	 7.128280401230e-01 	  7.044125199318e-01 	  7.044108510017e-01 
2.369999885559e+00 	 7.056464552879e-01 	  6.972793340683e-01 	  6.972778439522e-01 
2.379999876022e+00 	 6.983935832977e-01 	  6.900764107704e-01 	  6.900750994682e-01 
2.389999866486e+00 	 6.910701394081e-01 	  6.828044652939e-01 	  6.828033328056e-01 
2.399999856949e+00 	 6.836768388748e-01 	  6.754642128944e-01 	  6.754633188248e-01 
2.409999847412e+00 	 6.762144565582e-01 	  6.680564284325e-01 	  6.680557131767e-01 
2.419999837875e+00 	 6.686837077141e-01 	  6.605818271637e-01 	  6.605813503265e-01 
2.429999828339e+00 	 6.610853075981e-01 	  6.530411839485e-01 	  6.530408859253e-01 
2.440000057220e+00 	 6.534200310707e-01 	  6.454352140427e-01 	  6.454351544380e-01 
2.450000047684e+00 	 6.456886529922e-01 	  6.377647519112e-01 	  6.377648711205e-01 
2.460000038147e+00 	 6.378919482231e-01 	  6.300305128098e-01 	  6.300308108330e-01 
2.470000028610e+00 	 6.300306916237e-01 	  6.222332715988e-01 	  6.222337484360e-01 
2.480000019073e+00 	 6.221055984497e-01 	  6.143738031387e-01 	  6.143744587898e-01 
2.490000009537e+00 	 6.141175031662e-01 	  6.064528822899e-01 	  6.064537167549e-01 
2.500000000000e+00 	 6.060672402382e-01 	  5.984712839127e-01 	  5.984723567963e-01 
2.509999990463e+00 	 5.979555249214e-01 	  5.904298424721e-01 	  5.904311537743e-01 
2.519999980927e+00 	 5.897831916809e-01 	  5.823293924332e-01 	  5.823308825493e-01 
2.529999971390e+00 	 5.815510749817e-01 	  5.741707086563e-01 	  5.741723775864e-01 
2.539999961853e+00 	 5.732600092888e-01 	  5.659545660019e-01 	  5.659564733505e-01 
2.549999952316e+00 	 5.649107694626e-01 	  5.576818585396e-01 	  5.576839447021e-01 
2.559999942780e+00 	 5.565041899681e-01 	  5.493533611298e-01 	  5.493556857109e-01 
2.569999933243e+00 	 5.480411648750e-01 	  5.409699678421e-01 	  5.409724712372e-01 
2.579999923706e+00 	 5.395224690437e-01 	  5.325324535370e-01 	  5.325351357460e-01 
2.589999914169e+00 	 5.309489369392e-01 	  5.240417122841e-01 	  5.240445733070e-01 
2.599999904633e+00 	 5.223214626312e-01 	  5.154985189438e-01 	  5.155016183853e-01 
2.609999895096e+00 	 5.136408805847e-01 	  5.069038271904e-01 	  5.069071054459e-01 
2.619999885559e+00 	 5.049080848694e-01 	  4.982584118843e-01 	  4.982618987560e-01 
2.629999876022e+00 	 4.961239397526e-01 	  4.895631670952e-01 	  4.895668625832e-01 
2.639999866486e+00 	 4.872893095016e-01 	  4.808189868927e-01 	  4.808228611946e-01 
2.649999856949e+00 	 4.784050583839e-01 	  4.720267057419e-01 	  4.720307886600e-01 
2.659999847412e+00 	 4.694720804691e-01 	  4.631872177124e-01 	  4.631915092468e-01 
2.669999837875e+00 	 4.604912698269e-01 	  4.543014168739e-01 	  4.543059170246e-01 
2.679999828339e+00 	 4.514634907246e-01 	  4.453701972961e-01 	  4.453749060631e-01 
2.690000057220e+00 	 4.423896670341e-01 	  4.363944232464e-01 	  4.363993406296e-01 
2.700000047684e+00 	 4.332706928253e-01 	  4.273750185966e-01 	  4.273801445961e-01 
2.710000038147e+00 	 4.241074919701e-01 	  4.183128774166e-01 	  4.183182120323e-01 
2.720000028610e+00 	 4.149009585381e-01 	  4.092088937759e-01 	  4.092144370079e-01 
2.730000019073e+00 	 4.056520164013e-01 	  4.000639915466e-01 	  4.000697433949e-01 
2.740000009537e+00 	 3.963615894318e-01 	  3.908790946007e-01 	  3.908850550652e-01 
2.750000000000e+00 	 3.870306015015e-01 	  3.816550970078e-01 	  3.816612660885e-01 
2.759999990463e+00 	 3.776599764824e-01 	  3.723929524422e-01 	  3.723993003368e-01 
2.769999980927e+00 	 3.682506382465e-01 	  3.630935549736e-01 	  3.631001114845e-01 
2.779999971390e+00 	 3.588035404682e-01 	  3.537578582764e-01 	  3.537646234035e-01 
2.789999961853e+00 	 3.493196070194e-01 	  3.443867862225e-01 	  3.443937599659e-01 
2.799999952316e+00 	 3.397997915745e-01 	  3.349812626839e-01 	  3.349884450436e-01 
2.809999942780e+00 	 3.302450478077e-01 	  3.255422413349e-01 	  3.255496323109e-01 
2.819999933243e+00 	 3.206563293934e-01 	  3.160706758499e-01 	  3.160782754421e-01 
2.829999923706e+00 	 3.110345900059e-01 	  3.065674901009e-01 	  3.065752983093e-01 
2.839999914169e+00 	 3.013807833195e-01 	  2.970336675644e-01 	  2.970416545868e-01 
2.849999904633e+00 	 2.916958630085e-01 	  2.874701321125e-01 	  2.874783277512e-01 
2.859999895096e+00 	 2.819808125496e-01 	  2.778778374195e-01 	  2.778862416744e-01 
2.869999885559e+00 	 2.722365856171e-01 	  2.682577669621e-01 	  2.682663798332e-01 
2.879999876022e+00 	 2.624641656876e-01 	  2.586108744144e-01 	  2.586196660995e-01 
2.889999866486e+00 	 2.526645362377e-01 	  2.489381134510e-01 	  2.489470988512e-01 
2.899999856949e+00 	 2.428386509418e-01 	  2.392404675484e-01 	  2.392496466637e-01 
2.909999847412e+00 	 2.329874932766e-01 	  2.295188903809e-01 	  2.295282632113e-01 
2.919999837875e+00 	 2.231120467186e-01 	  2.197743654251e-01 	  2.197839319706e-01 
2.929999828339e+00 	 2.132133096457e-01 	  2.100078612566e-01 	  2.100176215172e-01 
2.939999818802e+00 	 2.032922655344e-01 	  2.002203613520e-01 	  2.002303153276e-01 
2.950000047684e+00 	 1.933498978615e-01 	  1.904128342867e-01 	  1.904229819775e-01 
