# Time 	 Euler Position 	 Leap Position  	 RK4 Position 
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
5.000000000000e-01 	 9.163166284561e-01 	  4.857177659869e-02 	  -3.360746800900e-01 	 9.131300449371e-02 
1.000000000000e+00 	 6.617171764374e-01 	  8.768331259489e-02 	  -6.837489008904e-01 	 6.049706786871e-02 
1.500000000000e+00 	 2.372078746557e-01 	  1.026682481170e-01 	  -9.909850955009e-01 	 -7.651338353753e-03 
2.000000000000e+00 	 -2.718597948551e-01 	  7.575177401304e-02 	  -9.730850458145e-01 	 -9.574542194605e-02 
2.500000000000e+00 	 -6.834826469421e-01 	  1.715825311840e-02 	  -6.536536216736e-01 	 -1.294342577457e-01 
3.000000000000e+00 	 -9.226678013802e-01 	  -4.718399047852e-02 	  -3.051612675190e-01 	 -1.236272007227e-01 
3.500000000000e+00 	 -9.911161661148e-01 	  -1.031548306346e-01 	  2.986925840378e-02 	 -9.744729101658e-02 
4.000000000000e+00 	 -8.929154872894e-01 	  -1.417596042156e-01 	  3.640961945057e-01 	 -5.380559340119e-02 
4.500000000000e+00 	 -6.252003312111e-01 	  -1.530078053474e-01 	  7.072818875313e-01 	 1.371192745864e-02 
5.000000000000e+00 	 -1.925281584263e-01 	  -1.220875829458e-01 	  9.957149624825e-01 	 1.141804009676e-01 
5.500000000000e+00 	 3.089140355587e-01 	  -4.168629273772e-02 	  9.395807981491e-01 	 1.949797272682e-01 
6.000000000000e+00 	 7.006990909576e-01 	  5.771785601974e-02 	  6.119329333305e-01 	 1.921858787537e-01 
6.500000000000e+00 	 9.196826815605e-01 	  1.441881209612e-01 	  2.666476070881e-01 	 1.498124748468e-01 
7.000000000000e+00 	 9.700116515160e-01 	  2.045442610979e-01 	  -6.375797837973e-02 	 8.895352482796e-02 
7.500000000000e+00 	 8.561358451843e-01 	  2.302287071943e-01 	  -3.927164673805e-01 	 1.040455419570e-02 
8.000000000000e+00 	 5.759599208832e-01 	  2.106827795506e-01 	  -7.273160815239e-01 	 -9.362303465605e-02 
8.500000000000e+00 	 1.386422365904e-01 	  1.315804868937e-01 	  -9.890533089638e-01 	 -2.229241281748e-01 
9.000000000000e+00 	 -3.478939235210e-01 	  -1.063087605871e-03 	  -8.904253244400e-01 	 -2.874597311020e-01 
9.500000000000e+00 	 -7.129831314087e-01 	  -1.372332423925e-01 	  -5.587247014046e-01 	 -2.464104741812e-01 
1.000000000000e+01 	 -9.070664644241e-01 	  -2.416677623987e-01 	  -2.207206636667e-01 	 -1.679486483335e-01 
1.050000000000e+01 	 -9.364730715752e-01 	  -3.025200963020e-01 	  1.015053018928e-01 	 -7.291936129332e-02 
1.100000000000e+01 	 -8.058435916901e-01 	  -3.115944266319e-01 	  4.217599630356e-01 	 4.024219140410e-02 
