# Time 	 x_position	  y_position	 x_velocit	 y_velocity
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
1.000000014901e-01 	 9.966660737991e-01 	  9.988876990974e-03 	  -6.668984144926e-02 	 9.966612607241e-02 
2.000000029802e-01 	 9.866573810577e-01 	  1.991076022387e-02 	  -1.335179209709e-01 	 9.865791350603e-02 
3.000000119209e-01 	 9.699533581734e-01 	  2.969732880592e-02 	  -2.006181478500e-01 	 9.695535898209e-02 
4.000000059605e-01 	 9.465205073357e-01 	  3.927756100893e-02 	  -2.681147158146e-01 	 9.452421218157e-02 
5.000000000000e-01 	 9.163136482239e-01 	  4.857623949647e-02 	  -3.361143469810e-01 	 9.131461381912e-02 
6.000000238419e-01 	 8.792782425880e-01 	  5.751230940223e-02 	  -4.046944081783e-01 	 8.725916594267e-02 
6.999999880791e-01 	 8.353543281555e-01 	  6.599698960781e-02 	  -4.738841950893e-01 	 8.227055519819e-02 
8.000000119209e-01 	 7.844825387001e-01 	  7.393167167902e-02 	  -5.436355471611e-01 	 7.623893022537e-02 
9.000000357628e-01 	 7.266139984131e-01 	  8.120553940535e-02 	  -6.137763261795e-01 	 6.902971118689e-02 
1.000000000000e+00 	 6.617261171341e-01 	  8.769305050373e-02 	  -6.839387416840e-01 	 6.048320606351e-02 
1.100000023842e+00 	 5.898472666740e-01 	  9.325157850981e-02 	  -7.534509301186e-01 	 5.041898787022e-02 
1.200000047684e+00 	 5.110943913460e-01 	  9.771997481585e-02 	  -8.211820125580e-01 	 3.865059837699e-02 
1.300000071526e+00 	 4.257286787033e-01 	  1.009194552898e-01 	  -8.853427767754e-01 	 2.501986734569e-02 
1.399999976158e+00 	 3.342317938805e-01 	  1.026594191790e-01 	  -9.432858824730e-01 	 9.462905116379e-03 
1.500000000000e+00 	 2.373970597982e-01 	  1.027518063784e-01 	  -9.914376139641e-01 	 -7.885632105172e-03 
1.600000023842e+00 	 1.364108771086e-01 	  1.010370999575e-01 	  -1.025609612465e+00 	 -2.657157182693e-02 
1.700000047684e+00 	 3.287328034639e-02 	  9.742028266191e-02 	  -1.041921019554e+00 	 -4.576022550464e-02 
1.800000071526e+00 	 -7.129981368780e-02 	  9.190527349710e-02 	  -1.038159132004e+00 	 -6.434299796820e-02 
1.899999976158e+00 	 -1.741001158953e-01 	  8.460883051157e-02 	  -1.014766573906e+00 	 -8.122749626637e-02 
2.000000000000e+00 	 -2.736933827400e-01 	  7.574270665646e-02 	  -9.746441841125e-01 	 -9.564618021250e-02 
2.100000143051e+00 	 -3.686094582081e-01 	  6.557291001081e-02 	  -9.219383001328e-01 	 -1.072835326195e-01 
2.200000047684e+00 	 -4.577992558479e-01 	  5.437714233994e-02 	  -8.607463240623e-01 	 -1.161971613765e-01 
2.299999952316e+00 	 -5.405877232552e-01 	  4.241548478603e-02 	  -7.943848967552e-01 	 -1.226547807455e-01 
2.400000095367e+00 	 -6.165840625763e-01 	  2.991676144302e-02 	  -7.252256870270e-01 	 -1.269956231117e-01 
2.500000000000e+00 	 -6.855924129486e-01 	  1.707589067519e-02 	  -6.548287868500e-01 	 -1.295494139194e-01 
2.600000143051e+00 	 -7.475411891937e-01 	  4.056879784912e-03 	  -5.841558575630e-01 	 -1.306015402079e-01 
2.700000047684e+00 	 -8.024331927299e-01 	  -9.002164937556e-03 	  -5.137605667114e-01 	 -1.303844749928e-01 
2.799999952316e+00 	 -8.503123521805e-01 	  -2.198384888470e-02 	  -4.439305067062e-01 	 -1.290810108185e-01 
2.900000095367e+00 	 -8.912422060966e-01 	  -3.478686511517e-02 	  -3.747840523720e-01 	 -1.268313378096e-01 
3.000000000000e+00 	 -9.252924323082e-01 	  -4.732211306691e-02 	  -3.063336610794e-01 	 -1.237405911088e-01 
3.100000143051e+00 	 -9.525304436684e-01 	  -5.950952693820e-02 	  -2.385263144970e-01 	 -1.198853701353e-01 
3.200000047684e+00 	 -9.730160832405e-01 	  -7.127550244331e-02 	  -1.712691932917e-01 	 -1.153189316392e-01 
3.299999952316e+00 	 -9.867987632751e-01 	  -8.255074918270e-02 	  -1.044457480311e-01 	 -1.100750789046e-01 
3.400000095367e+00 	 -9.939153790474e-01 	  -9.326852113008e-02 	  -3.792606666684e-02 	 -1.041710227728e-01 
3.500000000000e+00 	 -9.943895339966e-01 	  -1.033630445600e-01 	  2.842638455331e-02 	 -9.760926663876e-02 
3.600000143051e+00 	 -9.882310628891e-01 	  -1.127680987120e-01 	  9.474983811378e-02 	 -9.037877619267e-02 
3.700000047684e+00 	 -9.754360318184e-01 	  -1.214157193899e-01 	  1.611800640821e-01 	 -8.245551586151e-02 
3.799999952316e+00 	 -9.559872150421e-01 	  -1.292348951101e-01 	  2.278458327055e-01 	 -7.380250096321e-02 
3.900000095367e+00 	 -9.298551082611e-01 	  -1.361502408981e-01 	  2.948629260063e-01 	 -6.436940282583e-02 
4.000000000000e+00 	 -8.969997167587e-01 	  -1.420806497335e-01 	  3.623253703117e-01 	 -5.409193783998e-02 
4.099999904633e+00 	 -8.573731780052e-01 	  -1.469378620386e-01 	  4.302918314934e-01 	 -4.289114102721e-02 
4.200000286102e+00 	 -8.109243512154e-01 	  -1.506249755621e-01 	  4.987642467022e-01 	 -3.067304752767e-02 
4.300000190735e+00 	 -7.576062083244e-01 	  -1.530349552631e-01 	  5.676543116570e-01 	 -1.732947677374e-02 
4.400000095367e+00 	 -6.973869800568e-01 	  -1.540493816137e-01 	  6.367310881615e-01 	 -2.741436008364e-03 
4.500000000000e+00 	 -6.302683949471e-01 	  -1.535376906395e-01 	  7.055408358574e-01 	 1.321220770478e-02 
4.599999904633e+00 	 -5.563135147095e-01 	  -1.513578444719e-01 	  7.732876539230e-01 	 3.063609264791e-02 
4.700000286102e+00 	 -4.756887853146e-01 	  -1.473595350981e-01 	  8.386677503586e-01 	 4.958246275783e-02 
4.800000190735e+00 	 -3.887247443199e-01 	  -1.413923501968e-01 	  8.996682763100e-01 	 6.998873502016e-02 
4.900000095367e+00 	 -2.959964275360e-01 	  -1.333216875792e-01 	  9.533939957619e-01 	 9.158301353455e-02 
5.000000000000e+00 	 -1.984132230282e-01 	  -1.230553016067e-01 	  9.960871338844e-01 	 1.137724816799e-01 
5.099999904633e+00 	 -9.728616476059e-02 	  -1.105795651674e-01 	  1.023602485657e+00 	 1.355762630701e-01 
5.200000286102e+00 	 5.683065857738e-03 	  -9.599568694830e-02 	  1.032493233681e+00 	 1.557107567787e-01 
5.300000190735e+00 	 1.085400730371e-01 	  -7.953658699989e-02 	  1.021346449852e+00 	 1.728889644146e-01 
5.400000095367e+00 	 2.093241363764e-01 	  -6.154750287533e-02 	  9.914592504501e-01 	 1.862085163593e-01 
5.500000000000e+00 	 3.063203990459e-01 	  -4.243439808488e-02 	  9.462682008743e-01 	 1.953687816858e-01 
5.599999904633e+00 	 3.982094824314e-01 	  -2.260522171855e-02 	  8.900159001350e-01 	 2.005998194218e-01 
5.700000286102e+00 	 4.840858876705e-01 	  -2.428009873256e-03 	  8.265953660011e-01 	 2.024284899235e-01 
5.800000190735e+00 	 5.633912086487e-01 	  1.778725348413e-02 	  7.590146064758e-01 	 2.014595568180e-01 
5.900000095367e+00 	 6.358205676079e-01 	  3.778924793005e-02 	  6.893555521965e-01 	 1.982477158308e-01 
6.000000000000e+00 	 7.012382149696e-01 	  5.737735703588e-02 	  6.189520955086e-01 	 1.932490020990e-01 
6.099999904633e+00 	 7.596133351326e-01 	  7.639136165380e-02 	  5.486043095589e-01 	 1.868166029453e-01 
6.200000286102e+00 	 8.109760284424e-01 	  9.470177441835e-02 	  4.787558019161e-01 	 1.792146414518e-01 
6.300000190735e+00 	 8.553884625435e-01 	  1.122017949820e-01 	  4.096209704876e-01 	 1.706358790398e-01 
6.400000095367e+00 	 8.929264545441e-01 	  1.288010179996e-01 	  3.412701487541e-01 	 1.612178683281e-01 
6.500000000000e+00 	 9.236680865288e-01 	  1.444205939770e-01 	  2.736847102642e-01 	 1.510558575392e-01 
6.599999904633e+00 	 9.476865530014e-01 	  1.589895039797e-01 	  2.067918628454e-01 	 1.402125060558e-01 
6.700000286102e+00 	 9.650460481644e-01 	  1.724416464567e-01 	  1.404866278172e-01 	 1.287249624729e-01 
6.800000190735e+00 	 9.757993221283e-01 	  1.847135871649e-01 	  7.464561611414e-02 	 1.166098639369e-01 
6.900000095367e+00 	 9.799861907959e-01 	  1.957426965237e-01 	  9.135860018432e-03 	 1.038668155670e-01 
7.000000000000e+00 	 9.776329994202e-01 	  2.054655253887e-01 	  -5.617924407125e-02 	 9.048065543175e-02 
7.099999904633e+00 	 9.687523245811e-01 	  2.138164490461e-01 	  -1.214354857802e-01 	 7.642290741205e-02 
7.200000286102e+00 	 9.533435106277e-01 	  2.207263708115e-01 	  -1.867637336254e-01 	 6.165258586407e-02 
