# Time 	 x_position	  y_position	 x_velocit	 y_velocity
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
1.000000000000e+00 	 6.619264483452e-01 	  8.749151974916e-02 	  -6.818301081657e-01 	 6.039104983211e-02 
2.000000000000e+00 	 -2.691770792007e-01 	  7.094882428646e-02 	  -9.834163188934e-01 	 -9.311287105083e-02 
3.000000000000e+00 	 -9.400981068611e-01 	  -4.525487497449e-02 	  -3.217110037804e-01 	 -1.145658120513e-01 
4.000000000000e+00 	 -9.294465184212e-01 	  -1.330292671919e-01 	  3.417469263077e-01 	 -5.099473148584e-02 
5.000000000000e+00 	 -2.471584230661e-01 	  -1.181114017963e-01 	  9.815754294395e-01 	 9.743861109018e-02 
6.000000000000e+00 	 6.402452588081e-01 	  3.888221085072e-02 	  6.094411611557e-01 	 1.734845936298e-01 
7.000000000000e+00 	 9.047823548317e-01 	  1.730567067862e-01 	  -7.499986886978e-02 	 8.147485554218e-02 
8.000000000000e+00 	 4.925538003445e-01 	  1.760678142309e-01 	  -7.441881895065e-01 	 -9.107498079538e-02 
9.000000000000e+00 	 -3.827918469906e-01 	  -1.807594299316e-02 	  -8.045426607132e-01 	 -2.493556588888e-01 
1.000000000000e+01 	 -8.587209582329e-01 	  -2.173635363579e-01 	  -1.337533444166e-01 	 -1.266104280949e-01 
1.100000000000e+01 	 -6.619399785995e-01 	  -2.480955570936e-01 	  5.265221595764e-01 	 7.759063690901e-02 
1.200000000000e+01 	 1.369452774525e-01 	  -3.689919784665e-02 	  9.136034846306e-01 	 3.103286325932e-01 
1.300000000000e+01 	 7.820942997932e-01 	  2.340732514858e-01 	  3.074823319912e-01 	 1.870131343603e-01 
1.400000000000e+01 	 7.629593014717e-01 	  3.112136125565e-01 	  -3.419025540352e-01 	 -4.258842393756e-02 
1.500000000000e+01 	 1.100934743881e-01 	  1.221637204289e-01 	  -8.891652226448e-01 	 -3.276355862617e-01 
1.600000000000e+01 	 -6.253014802933e-01 	  -2.076174914837e-01 	  -4.394034743309e-01 	 -2.569222748280e-01 
1.700000000000e+01 	 -7.381874918938e-01 	  -3.402398824692e-01 	  2.082697004080e-01 	 2.720771124586e-03 
1.800000000000e+01 	 -2.205559462309e-01 	  -1.775243282318e-01 	  7.840294837952e-01 	 3.232332766056e-01 
1.900000000000e+01 	 4.955933392048e-01 	  1.841415762901e-01 	  4.874945580959e-01 	 3.101147115231e-01 
2.000000000000e+01 	 6.653736829758e-01 	  3.552119135857e-01 	  -1.461838632822e-01 	 1.681027933955e-02 
2.100000000000e+01 	 2.204307913780e-01 	  1.942142695189e-01 	  -7.023106813431e-01 	 -3.369461297989e-01 
2.200000000000e+01 	 -4.348257184029e-01 	  -1.890492439270e-01 	  -4.549885392189e-01 	 -3.317004442215e-01 
2.300000000000e+01 	 -5.852577090263e-01 	  -3.646762073040e-01 	  1.545832902193e-01 	 -1.574327587150e-03 
2.400000000000e+01 	 -1.507546305656e-01 	  -1.710627973080e-01 	  6.588363051414e-01 	 3.756183683872e-01 
2.500000000000e+01 	 4.254260361195e-01 	  2.234044224024e-01 	  3.609571158886e-01 	 3.133544027805e-01 
2.600000000000e+01 	 4.941283762455e-01 	  3.602584600449e-01 	  -2.210348099470e-01 	 -5.641309544444e-02 
2.700000000000e+01 	 2.837917767465e-02 	  9.962354600430e-02 	  -6.227511167526e-01 	 -4.239482879639e-01 
2.800000000000e+01 	 -4.434807002544e-01 	  -2.815157771111e-01 	  -2.244344949722e-01 	 -2.494899481535e-01 
2.900000000000e+01 	 -3.881992101669e-01 	  -3.327050507069e-01 	  3.247237503529e-01 	 1.582590341568e-01 
3.000000000000e+01 	 1.135781928897e-01 	  1.241229008883e-02 	  5.550374984741e-01 	 4.489252269268e-01 
3.100000000000e+01 	 4.557710886002e-01 	  3.438642323017e-01 	  7.787991315126e-02 	 1.518094241619e-01 
3.200000000000e+01 	 2.703592479229e-01 	  2.779417335987e-01 	  -4.255525767803e-01 	 -2.837879657745e-01 
3.300000000000e+01 	 -2.275143861771e-01 	  -1.302045881748e-01 	  -4.386112689972e-01 	 -4.209406971931e-01 
3.400000000000e+01 	 -4.256548285484e-01 	  -3.759542405605e-01 	  6.044184789062e-02 	 -3.471977263689e-02 
3.500000000000e+01 	 -1.293430626392e-01 	  -1.819736957550e-01 	  4.832029938698e-01 	 3.981266021729e-01 
3.600000000000e+01 	 3.037131726742e-01 	  2.349035441875e-01 	  2.757559418678e-01 	 3.250114619732e-01 
3.700000000000e+01 	 3.376946449280e-01 	  3.486852645874e-01 	  -2.049004733562e-01 	 -1.137595400214e-01 
3.800000000000e+01 	 -4.180498048663e-02 	  2.695022150874e-02 	  -4.607274532318e-01 	 -4.530734121799e-01 
3.900000000000e+01 	 -3.459333777428e-01 	  -3.225441575050e-01 	  -8.919632434845e-02 	 -1.692225486040e-01 
4.000000000000e+01 	 -2.075730860233e-01 	  -2.599810361862e-01 	  3.410481512547e-01 	 2.878281176090e-01 
4.100000000000e+01 	 1.862198859453e-01 	  1.395714730024e-01 	  3.383935987949e-01 	 3.976078331470e-01 
4.200000000000e+01 	 3.190026283264e-01 	  3.484048843384e-01 	  -8.697694540024e-02 	 -1.404971163720e-02 
