# Time 	 x_position	  y_position	 x_velocit	 y_velocity
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
1.000000014901e-01 	 9.966666698456e-01 	  1.000000070781e-02 	  -6.670138984919e-02 	 9.966520220041e-02 
2.000000029802e-01 	 9.866597056389e-01 	  1.993304118514e-02 	  -1.335406154394e-01 	 9.865420311689e-02 
3.000000119209e-01 	 9.699585437775e-01 	  2.973084151745e-02 	  -2.006511092186e-01 	 9.694690257311e-02 
4.000000059605e-01 	 9.465295076370e-01 	  3.932242095470e-02 	  -2.681564092636e-01 	 9.450887888670e-02 
5.000000000000e-01 	 9.163272976875e-01 	  4.863261803985e-02 	  -3.361622095108e-01 	 9.129004180431e-02 
6.000000238419e-01 	 8.792970776558e-01 	  5.758043006063e-02 	  -4.047443270683e-01 	 8.722268790007e-02 
6.999999880791e-01 	 8.353784084320e-01 	  6.607715785503e-02 	  -4.739296734333e-01 	 8.221912384033e-02 
8.000000119209e-01 	 7.845111489296e-01 	  7.402426004410e-02 	  -5.436662435532e-01 	 7.616911083460e-02 
9.000000357628e-01 	 7.266451716423e-01 	  8.131098002195e-02 	  -6.137761473656e-01 	 6.893773376942e-02 
1.000000000000e+00 	 6.617559194565e-01 	  8.781180530787e-02 	  -6.838826537132e-01 	 6.036522239447e-02 
1.100000023842e+00 	 5.898686647415e-01 	  9.338402748108e-02 	  -7.533009648323e-01 	 5.027176439762e-02 
1.200000047684e+00 	 5.110957622528e-01 	  9.786616265774e-02 	  -8.208828568459e-01 	 3.847295045853e-02 
1.300000071526e+00 	 4.256921112537e-01 	  1.010786220431e-01 	  -8.848199844360e-01 	 2.481518872082e-02 
1.399999976158e+00 	 3.341317772865e-01 	  1.028292030096e-01 	  -9.424534440041e-01 	 9.242687374353e-03 
1.500000000000e+00 	 2.372014224529e-01 	  1.029271632433e-01 	  -9.902259707451e-01 	 -8.099165745080e-03 
1.600000023842e+00 	 1.360865831375e-01 	  1.012093722820e-01 	  -1.024016857147e+00 	 -2.674829401076e-02 
1.700000047684e+00 	 3.239805251360e-02 	  9.757750481367e-02 	  -1.040058016777e+00 	 -4.587440937757e-02 
1.800000071526e+00 	 -7.192502915859e-02 	  9.203448891640e-02 	  -1.036229372025e+00 	 -6.438911706209e-02 
1.899999976158e+00 	 -1.748478263617e-01 	  8.469967544079e-02 	  -1.012970447540e+00 	 -8.122354745865e-02 
2.000000000000e+00 	 -2.745191156864e-01 	  7.578977942467e-02 	  -9.730925559998e-01 	 -9.562017023563e-02 
2.100000143051e+00 	 -3.694663345814e-01 	  6.557564437389e-02 	  -9.206438660622e-01 	 -1.072580069304e-01 
2.200000047684e+00 	 -4.586479067802e-01 	  5.433817952871e-02 	  -8.596663475037e-01 	 -1.161835342646e-01 
2.299999952316e+00 	 -5.413995981216e-01 	  4.233893752098e-02 	  -7.934627532959e-01 	 -1.226555481553e-01 
2.400000095367e+00 	 -6.173404455185e-01 	  2.980706840754e-02 	  -7.244117259979e-01 	 -1.270084381104e-01 
2.500000000000e+00 	 -6.862819194794e-01 	  1.693724840879e-02 	  -6.540859341621e-01 	 -1.295700967312e-01 
2.600000143051e+00 	 -7.481576204300e-01 	  3.893047571182e-03 	  -5.834582448006e-01 	 -1.306256800890e-01 
2.700000047684e+00 	 -8.029735684395e-01 	  -9.187887422740e-03 	  -5.130907297134e-01 	 -1.304080784321e-01 
2.799999952316e+00 	 -8.507757782936e-01 	  -2.218856848776e-02 	  -4.432767629623e-01 	 -1.291006356478e-01 
