# Time 	 x_position	  y_position	 x_velocit	 y_velocity
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
1.000000000000e+00 	 6.666666269302e-01 	  1.000000014901e-01 	  -6.825766563416e-01 	 4.761350154877e-02 
2.000000000000e+00 	 -3.651533126831e-01 	  9.522700309753e-02 	  -7.476119995117e-01 	 -7.889055460691e-02 
3.000000000000e+00 	 -8.285573720932e-01 	  -5.778110027313e-02 	  -1.152256429195e-01 	 -1.287271827459e-01 
4.000000000000e+00 	 -5.956046581268e-01 	  -1.622273623943e-01 	  5.709563493729e-01 	 -1.238279789686e-02 
5.000000000000e+00 	 3.133552670479e-01 	  -8.254668861628e-02 	  6.499909758568e-01 	 1.479004621506e-01 
6.000000000000e+00 	 7.043772935867e-01 	  1.335735619068e-01 	  4.369226098061e-02 	 1.502548754215e-01 
7.000000000000e+00 	 4.007397890091e-01 	  2.179630696774e-01 	  -5.866057872772e-01 	 -6.951742619276e-02 
8.000000000000e+00 	 -4.688342809677e-01 	  -5.461275577545e-03 	  -5.439202785492e-01 	 -2.196309268475e-01 
9.000000000000e+00 	 -6.871007680893e-01 	  -2.212987840176e-01 	  1.181911826134e-01 	 -1.074725165963e-01 
1.000000000000e+01 	 -2.324519455433e-01 	  -2.204063087702e-01 	  6.475188732147e-01 	 1.837680190802e-01 
1.100000000000e+01 	 6.079369783401e-01 	  1.462372392416e-01 	  4.992241561413e-01 	 2.845774888992e-01 
1.200000000000e+01 	 7.659963965416e-01 	  3.487486839294e-01 	  -1.588933765888e-01 	 5.820675194263e-02 
1.300000000000e+01 	 2.901502251625e-01 	  2.626507580280e-01 	  -6.979545950890e-01 	 -2.871556282043e-01 
1.400000000000e+01 	 -6.299127936363e-01 	  -2.255626022816e-01 	  -5.877143144608e-01 	 -3.692041337490e-01 
1.500000000000e+01 	 -8.852784633636e-01 	  -4.757575094700e-01 	  3.776067495346e-02 	 -9.266589581966e-02 
1.600000000000e+01 	 -5.543915033340e-01 	  -4.108943939209e-01 	  6.148454546928e-01 	 2.753225862980e-01 
1.700000000000e+01 	 3.444124460220e-01 	  7.488766312599e-02 	  6.229332685471e-01 	 4.257978498936e-01 
1.800000000000e+01 	 6.914750337601e-01 	  4.407013058662e-01 	  5.215415358543e-02 	 1.778581440449e-01 
1.900000000000e+01 	 4.487207233906e-01 	  4.306039512157e-01 	  -4.957627952099e-01 	 -2.528908252716e-01 
2.000000000000e+01 	 -3.000505864620e-01 	  -6.508031487465e-02 	  -4.963164627552e-01 	 -4.409273564816e-01 
2.100000000000e+01 	 -5.439121723175e-01 	  -4.512507617474e-01 	  2.823930978775e-02 	 -1.604248881340e-01 
2.200000000000e+01 	 -2.435719370842e-01 	  -3.859300911427e-01 	  4.722889065742e-01 	 3.377665281296e-01 
2.300000000000e+01 	 4.006656408310e-01 	  2.242822945118e-01 	  3.624103367329e-01 	 4.524527788162e-01 
2.400000000000e+01 	 4.812487363815e-01 	  5.189754962921e-01 	  -1.598162800074e-01 	 3.544804453850e-02 
2.500000000000e+01 	 8.103308081627e-02 	  2.951784133911e-01 	  -4.684601724148e-01 	 -4.723907113075e-01 
2.600000000000e+01 	 -4.556715786457e-01 	  -4.258059263229e-01 	  -2.804062366486e-01 	 -4.814842343330e-01 
2.700000000000e+01 	 -4.797793924809e-01 	  -6.677900552750e-01 	  1.798571497202e-01 	 4.190838336945e-02 
2.800000000000e+01 	 -9.595727920532e-02 	  -3.419891595840e-01 	  4.604451954365e-01 	 5.988835096359e-01 
2.900000000000e+01 	 4.411109685898e-01 	  5.299769639969e-01 	  3.109628856182e-01 	 6.003096699715e-01 
3.000000000000e+01 	 5.259684920311e-01 	  8.586301803589e-01 	  -8.885687589645e-02 	 4.506888985634e-02 
3.100000000000e+01 	 2.633972167969e-01 	  6.201147437096e-01 	  -4.006316661835e-01 	 -5.635502934456e-01 
3.200000000000e+01 	 -2.752948403358e-01 	  -2.684704065323e-01 	  -3.262284994125e-01 	 -6.813884377480e-01 
3.300000000000e+01 	 -3.890597820282e-01 	  -7.426621317863e-01 	  4.795053601265e-02 	 -1.654989421368e-01 
3.400000000000e+01 	 -1.793937832117e-01 	  -5.994682908058e-01 	  3.102744519711e-01 	 4.793904125690e-01 
3.500000000000e+01 	 2.314891070127e-01 	  2.161186933517e-01 	  2.180699259043e-01 	 6.355764269829e-01 
3.600000000000e+01 	 2.567460536957e-01 	  6.716845631599e-01 	  -1.009604483843e-01 	 1.253629922867e-01 
3.700000000000e+01 	 2.956819534302e-02 	  4.668446779251e-01 	  -2.477450817823e-01 	 -5.295705795288e-01 
3.800000000000e+01 	 -2.387441098690e-01 	  -3.874565958977e-01 	  -9.949821233749e-02 	 -5.803337097168e-01 
3.900000000000e+01 	 -1.694282293320e-01 	  -6.938227415085e-01 	  1.531832814217e-01 	 3.707781434059e-02 
4.000000000000e+01 	 6.762245297432e-02 	  -3.133009374142e-01 	  1.809539049864e-01 	 6.404232382774e-01 
4.100000000000e+01 	 1.924795806408e-01 	  5.870237350464e-01 	  1.569781452417e-02 	 5.674109458923e-01 
4.200000000000e+01 	 9.901808202267e-02 	  8.215209245682e-01 	  -1.352518200874e-01 	 -1.122235655785e-01 
4.300000000000e+01 	 -7.802405953407e-02 	  3.625766336918e-01 	  -1.158515587449e-01 	 -7.432960271835e-01 
4.400000000000e+01 	 -1.326850354671e-01 	  -6.650711297989e-01 	  1.445122063160e-02 	 -6.812294721603e-01 
4.500000000000e+01 	 -4.912161827087e-02 	  -9.998823404312e-01 	  9.991355240345e-02 	 -2.000212669373e-03 
4.600000000000e+01 	 6.714206933975e-02 	  -6.690715551376e-01 	  8.100609481335e-02 	 6.821531057358e-01 
4.700000000000e+01 	 1.128905713558e-01 	  3.644238710403e-01 	  -4.168913140893e-02 	 7.512365579605e-01 
