# Time 	 Euler Position 	 Leap Position  	 RK4 Position 
0.000000000000e+00 	 1.000000000000e+00 	  0.000000000000e+00 	  0.000000000000e+00 	  1.000000014901e-01  
9.999999776483e-03 	 9.999666810036e-01 	  1.000000047497e-03 	  -6.666703615338e-03 	 9.999667108059e-02 
1.999999955297e-02 	 9.998666644096e-01 	  1.999933272600e-03 	  -1.333355065435e-02 	 9.998667240143e-02 
2.999999932945e-02 	 9.997000098228e-01 	  2.999733202159e-03 	  -2.000068128109e-02 	 9.996999800205e-02 
3.999999910593e-02 	 9.994666576385e-01 	  3.999332897365e-03 	  -2.666823379695e-02 	 9.994664788246e-02 
4.999999701977e-02 	 9.991666078568e-01 	  4.998665768653e-03 	  -3.333634883165e-02 	 9.991662204266e-02 
5.999999865890e-02 	 9.987999200821e-01 	  5.997665226460e-03 	  -4.000515863299e-02 	 9.987991303205e-02 
7.000000029802e-02 	 9.983665347099e-01 	  6.996264215559e-03 	  -4.667481034994e-02 	 9.983651340008e-02 
7.999999821186e-02 	 9.978664517403e-01 	  7.994395680726e-03 	  -5.334543809295e-02 	 9.978641569614e-02 
8.999999612570e-02 	 9.972996711731e-01 	  8.991992101073e-03 	  -6.001718342304e-02 	 9.972961246967e-02 
9.999999403954e-02 	 9.966661334038e-01 	  9.988987818360e-03 	  -6.669017672539e-02 	 9.966608881950e-02 
1.099999994040e-01 	 9.959658384323e-01 	  1.098531391472e-02 	  -7.336456328630e-02 	 9.959582984447e-02 
1.199999973178e-01 	 9.951988458633e-01 	  1.198090426624e-02 	  -8.004047721624e-02 	 9.951882809401e-02 
1.299999952316e-01 	 9.943650364876e-01 	  1.297569088638e-02 	  -8.671805262566e-02 	 9.943506866693e-02 
1.400000005960e-01 	 9.934644699097e-01 	  1.396960578859e-02 	  -9.339743107557e-02 	 9.934452921152e-02 
1.499999910593e-01 	 9.924970865250e-01 	  1.496258098632e-02 	  -1.000787466764e-01 	 9.924718737602e-02 
1.599999964237e-01 	 9.914628863335e-01 	  1.595454849303e-02 	  -1.067621260881e-01 	 9.914302825928e-02 
1.700000017881e-01 	 9.903618693352e-01 	  1.694544032216e-02 	  -1.134477108717e-01 	 9.903203696012e-02 
1.799999922514e-01 	 9.891939759254e-01 	  1.793518848717e-02 	  -1.201356351376e-01 	 9.891419112682e-02 
1.899999976158e-01 	 9.879591464996e-01 	  1.892372407019e-02 	  -1.268260329962e-01 	 9.878946095705e-02 
1.999999880791e-01 	 9.866574406624e-01 	  1.991097815335e-02 	  -1.335190236568e-01 	 9.865782409906e-02 
2.099999934435e-01 	 9.852887988091e-01 	  2.089688181877e-02 	  -1.402147561312e-01 	 9.851925820112e-02 
2.199999988079e-01 	 9.838531613350e-01 	  2.188136428595e-02 	  -1.469133496284e-01 	 9.837373346090e-02 
2.299999892712e-01 	 9.823505282402e-01 	  2.286435663700e-02 	  -1.536149382591e-01 	 9.822122007608e-02 
2.399999946356e-01 	 9.807808399200e-01 	  2.384578809142e-02 	  -1.603196561337e-01 	 9.806168824434e-02 
2.500000000000e-01 	 9.791440963745e-01 	  2.482558973134e-02 	  -1.670276224613e-01 	 9.789510816336e-02 
2.599999904633e-01 	 9.774402976036e-01 	  2.580369077623e-02 	  -1.737389564514e-01 	 9.772144258022e-02 
2.699999809265e-01 	 9.756693243980e-01 	  2.678001858294e-02 	  -1.804537922144e-01 	 9.754065424204e-02 
2.800000011921e-01 	 9.738311767578e-01 	  2.775450423360e-02 	  -1.871722489595e-01 	 9.735271334648e-02 
2.899999916553e-01 	 9.719258546829e-01 	  2.872707322240e-02 	  -1.938944309950e-01 	 9.715758264065e-02 
2.999999821186e-01 	 9.699532985687e-01 	  2.969765476882e-02 	  -2.006204873323e-01 	 9.695521742105e-02 
3.100000023842e-01 	 9.679134488106e-01 	  3.066617622972e-02 	  -2.073505222797e-01 	 9.674558043480e-02 
