 1 6.18033988749894791503436408675043e-01 6.18033988749894902525738871190697e-01 
 2 3.81966011250105152985412360067130e-01 3.81966011250105208496563591324957e-01 
 3 2.36067977499789694029175279865740e-01 2.36067977499789749540326511123567e-01 
 4 1.45898033750315458956237080201390e-01 1.45898033750315514467388311459217e-01 
 5 9.01699437494742628285138152932632e-02 9.01699437494742905840894309221767e-02 
 6 5.57280900008412377610866883514973e-02 5.57280900008412516388744961659540e-02 
 7 3.44418537486330458841088386634510e-02 3.44418537486330528230027425706794e-02 
 8 2.12862362522082022853187055488888e-02 2.12862362522082057547656575025030e-02 
 9 1.31556174964248488029605610449835e-02 1.31556174964248505376840370217906e-02 
10 8.13061875578335521708162048071244e-03 8.13061875578335695180509645751954e-03 
11 5.02499874064149532060241654107813e-03 5.02499874064149532060241654107813e-03 
12 3.10562001514186119752181092223964e-03 3.10562001514186206488354891064319e-03 
13 1.91937872549963347255930212753583e-03 1.91937872549963412308060561883849e-03 
14 1.18624128964222815864337778890558e-03 1.18624128964222859232424678310736e-03 
15 7.33137435857405747596793332832021e-04 7.33137435857405964437227829932908e-04 
16 4.53103853784822736307236201724891e-04 4.53103853784822844727453450275334e-04 
17 2.80033582072583173919883003932796e-04 2.80033582072583228129991628208018e-04 
18 1.73070271712239643702516134204927e-04 1.73070271712239670807570446342538e-04 
19 1.06963310360343570874948337934285e-04 1.06963310360343584427475494003090e-04 
20 6.61069613518960863800949523394479e-05 6.61069613518960999326221084082533e-05 
